,identifiant,Prénom,Nom,Région,Département,Numéro de circonscription,Profession,Groupe politique (complet),Groupe politique (abrégé)
350,793560,Anne-Laure,Babault,Nouvelle-Aquitaine,Charente-Maritime,2,Cadre administratif et commercial d'entreprise,Démocrate (MoDem et Indépendants),Dem
351,794538,Thibaut,François,Hauts-de-France,Nord,17,Cadre de la fonction publique,Rassemblement National,RN
352,719186,Fadila,Khattabi,Bourgogne-Franche-Comté,Côte-d'Or,3,Professeur d'anglais CFA,Renaissance,RE
353,1206,Nicolas,Dupont-Aignan,Ile-de-France,Essonne,8,Administrateur de l'Etat,Non inscrit,NI
354,794402,Charlotte,Leduc,Grand Est,Moselle,3,Archéozoologue,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
355,719550,Liliana,Tanguy,Bretagne,Finistère,7,Cadre supérieur du secteur public,Renaissance,RE
356,794626,Benjamin,Saint-Huile,Hauts-de-France,Nord,3,Chargé de mission,"Libertés, Indépendants, Outre-mer et Territoires",LIOT
357,796042,Frédéric,Boccaletti,Provence-Alpes-Côte d'Azur,Var,7,,Rassemblement National,RN
358,722382,Benjamin,Dirx,Bourgogne-Franche-Comté,Saône-et-Loire,1,Industriel-Chef d'entreprise,Renaissance,RE
359,794354,Hélène,Laporte,Nouvelle-Aquitaine,Lot-et-Garonne,2,Analyste bancaire,Rassemblement National,RN
360,795974,Philippe,Lottiaux,Provence-Alpes-Côte d'Azur,Var,4,Cadre de la fonction publique,Rassemblement National,RN
361,795516,Maxime,Laisney,Ile-de-France,Seine-et-Marne,10,"Professeur des écoles, instituteur et assimilé",La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
362,794878,Benoit,Mournet,Occitanie,Hautes-Pyrénées,2,Cadre de la fonction publique,Renaissance,RE
363,793632,Timothée,Houssin,Normandie,Eure,5,Cadre ,Rassemblement National,RN
364,721584,Jean,Terlier,Occitanie,Tarn,3,Avocat,Renaissance,RE
365,720644,Jérôme,Nury,Normandie,Orne,3,Cadre de la fonction publique,Les Républicains,LR
366,609520,Barbara,Pompili,Hauts-de-France,Somme,2,Assistante parlementaire,Renaissance,RE
367,720480,Charlotte,Parmentier-Lecocq,Hauts-de-France,Nord,6,Industriel-Chef d'entreprise,Renaissance,RE
368,793892,Stéphanie,Galzy,Occitanie,Hérault,5,Employé administratif d'entreprise,Rassemblement National,RN
369,720704,Laurence,Vichnievsky,Auvergne-Rhône-Alpes,Puy-de-Dôme,3,Magistrat,Démocrate (MoDem et Indépendants),Dem
370,340643,Lionel,Royer-Perreaut,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,6,Cadre,Renaissance,RE
371,795644,Nathalie,Da Conceicao Carvalho,Ile-de-France,Essonne,2,Profession libérale,Rassemblement National,RN
372,721328,Anne,Brugnera,Auvergne-Rhône-Alpes,Rhône,4,Fonctionnaire de catégorie A,Renaissance,RE
373,793394,Arthur,Delaporte,Normandie,Calvados,2,"Professeur, profession scientifique",Socialistes et apparentés (membre de lintergroupe NUPES),SOC
374,721908,Yaël,Braun-Pivet,Ile-de-France,Yvelines,5,Avocate,Renaissance,RE
375,942,Charles,de Courson,Grand Est,Marne,5,Conseiller référendaire honoraire à la Cour des comptes,"Libertés, Indépendants, Outre-mer et Territoires",LIOT
376,793696,Serge,Muller,Nouvelle-Aquitaine,Dordogne,2,Profession intermédiaire de la santé et du travail social ,Rassemblement National,RN
377,793246,Frédéric,Falcon,Occitanie,Aude,2,Commerçant et assimilé ,Rassemblement National,RN
378,795912,Laure,Lavalette,Provence-Alpes-Côte d'Azur,Var,2,,Rassemblement National,RN
379,643184,Brigitte,Klinkert,Grand Est,Haut-Rhin,1,Ancien cadre,Renaissance,RE
380,719108,Raphaël,Gérard,Nouvelle-Aquitaine,Charente-Maritime,4,Cadre supérieur (secteur privé),Renaissance,RE
381,720468,Sébastien,Chenu,Hauts-de-France,Nord,19,Conseiller en communication,Rassemblement National,RN
382,719910,Mounir,Belhamiti,Pays de la Loire,Loire-Atlantique,1,Ingénieur chef de projet digital,Renaissance,RE
383,719202,Didier,Paris,Bourgogne-Franche-Comté,Côte-d'Or,5,Cadre supérieur (secteur privé) ,Renaissance,RE
384,720960,Olivier,Serva,Guadeloupe,Guadeloupe,1,Expert comptable,"Libertés, Indépendants, Outre-mer et Territoires",LIOT
385,794410,Vincent,Seitlinger,Grand Est,Moselle,5,Notaire,Les Républicains,LR
386,794638,Victor,Catteau,Hauts-de-France,Nord,5,Juriste,Rassemblement National,RN
387,793398,Jérémie,Patrier-Leitus,Normandie,Calvados,3,Cadre de la fonction publique,Horizons et apparentés,HOR
388,607553,Dominique,Potier,Grand Est,Meurthe-et-Moselle,5,Agriculteur,Socialistes et apparentés (membre de lintergroupe NUPES),SOC
389,718784,Éric,Pauget,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,7,Autre cadre (secteur privé),Les Républicains,LR
390,721608,Jean-Louis,Bourlanges,Ile-de-France,Hauts-de-Seine,12,Retraité de la fonction publique,Démocrate (MoDem et Indépendants),Dem
391,795528,Charles,Rodwell,Ile-de-France,Yvelines,1,Cadre de la fonction publique,Renaissance,RE
392,720146,Denis,Masséglia,Pays de la Loire,Maine-et-Loire,5,Ingénieur Arts et métiers,Renaissance,RE
393,794894,Anaïs,Sabatini,Occitanie,Pyrénées-Orientales,2,Avocate,Rassemblement National,RN
394,795466,Ersilia,Soudais,Ile-de-France,Seine-et-Marne,7,"Professeur, profession scientifique",La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
395,719922,Lionel,Causse,Nouvelle-Aquitaine,Landes,2,Autre cadre (secteur privé),Renaissance,RE
396,330008,Xavier,Breton,Auvergne-Rhône-Alpes,Ain,1,Cadre territorial,Les Républicains,LR
397,795778,Jean-Philippe,Tanguy,Hauts-de-France,Somme,4,Cadre administratif et commercial d'entreprise,Rassemblement National,RN
398,794478,David,Guiraud,Hauts-de-France,Nord,8,Cadre administratif d'entreprise,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
399,721150,Alexandre,Holroyd,Français établis hors de France,Français établis hors de France,3,Cadre,Renaissance,RE
400,267306,André,Chassaigne,Auvergne-Rhône-Alpes,Puy-de-Dôme,5,Retraité de l'éducation nationale,Gauche démocrate et républicaine - NUPES,GDR - NUPES
401,719052,Loïc,Kervran,Centre-Val de Loire,Cher,3,Autre cadre (secteur privé),Horizons et apparentés,HOR
402,795326,Christopher,Weissberg,Français établis hors de France,Français établis hors de France,1,Chef d'entreprise,Renaissance,RE
403,722252,Marie-Pierre,Rixain,Ile-de-France,Essonne,4,Consultante en communication,Renaissance,RE
404,2960,Éric,Woerth,Hauts-de-France,Oise,4,Associé dans un cabinet d'audit international,Renaissance,RE
405,342415,Marie-Noëlle,Battistel,Auvergne-Rhône-Alpes,Isère,4,Autre cadre (secteur privé),Socialistes et apparentés (membre de lintergroupe NUPES),SOC
406,795580,Florian,Chauche,Bourgogne-Franche-Comté,Territoire de Belfort,2,Fonctionnaire territorial - Agent du service courrier,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
407,720066,Stéphanie,Rist,Centre-Val de Loire,Loiret,1,Médecin,Renaissance,RE
408,795136,Jean-François,Coulomme,Auvergne-Rhône-Alpes,Savoie,4,Ingénieur commercial,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
409,677483,Stéphane,Mazars,Occitanie,Aveyron,1,Avocat,Renaissance,RE
410,721722,Hadrien,Ghomi,Ile-de-France,Seine-et-Marne,8,Cadre de la fonction publique,Renaissance,RE
411,718838,Fabrice,Brun,Auvergne-Rhône-Alpes,Ardèche,3,Industriel-Chef d'entreprise,Les Républicains,LR
412,795406,Isabelle,Périgault,Ile-de-France,Seine-et-Marne,4,Directrice administrative,Les Républicains,LR
413,794138,Ségolène,Amiot,Pays de la Loire,Loire-Atlantique,3,Employé administratif d'entreprise,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
414,794650,Jean-Marc,Tellier,Hauts-de-France,Pas-de-Calais,3,Ancien cadre,Gauche démocrate et républicaine - NUPES,GDR - NUPES
415,794082,Mathilde,Hignet,Bretagne,Ille-et-Vilaine,4,Ouvrière agricole,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
416,333421,Bertrand,Pancher,Grand Est,Meuse,1,Directeur du développement,"Libertés, Indépendants, Outre-mer et Territoires",LIOT
417,722202,Sébastien,Jumel,Normandie,Seine-Maritime,6,Cadre de la fonction publique,Gauche démocrate et républicaine - NUPES,GDR - NUPES
418,793964,Grégoire,de Fournas,Nouvelle-Aquitaine,Gironde,5,Viticulteur,Rassemblement National,RN
419,267794,Michèle,Tabarot,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,9,Chef d'entreprise,Les Républicains,LR
420,795540,Daniel,Grenon,Bourgogne-Franche-Comté,Yonne,1,"Ancien artisan, commerçant, chef d'entreprise",Rassemblement National,RN
421,793194,Lionel,Vuibert,Grand Est,Ardennes,1,Cadre d'entreprise de 10 salariés ou plus,Renaissance,RE
422,796118,Bénédicte,Auzanot,Provence-Alpes-Côte d'Azur,Vaucluse,2,,Rassemblement National,RN
423,331835,Monique,Iborra,Occitanie,Haute-Garonne,6,Retraitée de la Fonction publique,Renaissance,RE
424,718674,Olga,Givernet,Auvergne-Rhône-Alpes,Ain,3,Ingénieure aéronautique,Renaissance,RE
425,721530,Aude,Luquet,Ile-de-France,Seine-et-Marne,1,Autre profession,Démocrate (MoDem et Indépendants),Dem
426,719756,Christine,Le Nabour,Bretagne,Ille-et-Vilaine,5,Employée (secteur privé),Renaissance,RE
427,795278,Béatrice,Bellamy,Pays de la Loire,Vendée,2,Cadre administratif et commercial d'entreprise,Horizons et apparentés,HOR
428,794030,Alexis,Jolly,Auvergne-Rhône-Alpes,Isère,6,Commerçant et assimilé,Rassemblement National,RN
429,795596,Paul,Vannier,Ile-de-France,Val-d'Oise,5,Professeur d'histoire-géographie,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
430,795144,Antoine,Armand,Auvergne-Rhône-Alpes,Haute-Savoie,2,Cadre de la fonction publique,Renaissance,RE
431,795076,Sandrine,Rousseau,Ile-de-France,Paris,9,"Professeur, profession scientifique",Écologiste - NUPES,Ecolo - NUPES
432,793832,Yoann,Gillet,Occitanie,Gard,1,Cadre de la fonction publique,Rassemblement National,RN
433,721202,Éric,Coquerel,Ile-de-France,Seine-Saint-Denis,1,Industriel-Chef d'entreprise,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
434,795410,Béatrice,Roullaud,Ile-de-France,Seine-et-Marne,6,Profession libérale,Rassemblement National,RN
435,722398,Rémy,Rebeyrotte,Bourgogne-Franche-Comté,Saône-et-Loire,3,Professeur d'économie,Renaissance,RE
436,722000,Stéphane,Buchou,Pays de la Loire,Vendée,3,Cadre supérieur (secteur privé),Renaissance,RE
437,606098,Olivier,Marleix,Centre-Val de Loire,Eure-et-Loir,2,Fonctionnaire de catégorie A,Les Républicains,LR
438,345722,Constance,Le Grip,Ile-de-France,Hauts-de-Seine,6,Conseillère parlementaire,Renaissance,RE
439,795216,Jean-François,Lovisolo,Provence-Alpes-Côte d'Azur,Vaucluse,5,Maire,Renaissance,RE
440,1327,Nicolas,Forissier,Centre-Val de Loire,Indre,2,Chef d'entreprise,Les Républicains,LR
441,794762,Sandrine,Dogor-Such,Occitanie,Pyrénées-Orientales,3,Préparatrice en pharmacie,Rassemblement National,RN
442,793904,Aurélien,Lopez-Liguori,Occitanie,Hérault,7,Attaché parlementaire,Rassemblement National,RN
443,720838,Soumya,Bourouaha,Ile-de-France,Seine-Saint-Denis,4,Professeure,Gauche démocrate et républicaine - NUPES,GDR - NUPES
444,608826,Virginie,Duby-Muller,Auvergne-Rhône-Alpes,Haute-Savoie,4,Cadre du secteur privé,Les Républicains,LR
445,642764,Joël,Aviragnet,Occitanie,Haute-Garonne,8,Directeur d'un établissement pour l'enfance handicapée,Socialistes et apparentés (membre de lintergroupe NUPES),SOC
446,794846,Charlotte,Goetschy-Bolognese,Grand Est,Haut-Rhin,5,Chargée de gestion administrative,Renaissance,RE
447,605036,Damien,Abad,Auvergne-Rhône-Alpes,Ain,5,Sans profession déclarée,Renaissance,RE
448,795266,Agnès,Carel,Normandie,Seine-Maritime,7,Enseignante,Horizons et apparentés,HOR
449,793708,Sébastien,Peytavie,Nouvelle-Aquitaine,Dordogne,4,Profession intermédiaire de la santé et du travail social,Écologiste - NUPES,Ecolo - NUPES
450,795926,Emmanuel,Pellerin,Ile-de-France,Hauts-de-Seine,9,Profession libérale,Renaissance,RE
451,719866,Caroline,Abadie,Auvergne-Rhône-Alpes,Isère,8,Industriel-Chef entreprise,Renaissance,RE
452,794838,Didier,Lemaire,Grand Est,Haut-Rhin,3,Employé civil et agent de service de la fonction publique,Horizons et apparentés,HOR
453,719118,François,Cormier-Bouligeon,Centre-Val de Loire,Cher,1,Conseiller ministériel,Renaissance,RE
454,721210,Alexis,Corbière,Ile-de-France,Seine-Saint-Denis,7,Professeur de lycée professionnel,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
455,720696,Béatrice,Descamps,Hauts-de-France,Nord,21,Enseignant 1er deg.-directeur école,"Libertés, Indépendants, Outre-mer et Territoires",LIOT
456,795722,Karl,Olive,Ile-de-France,Yvelines,12,Chef d'entreprise,Renaissance,RE
457,794426,Anne,Le Hénanff,Bretagne,Morbihan,1,Consultante indépendante,Horizons et apparentés,HOR
458,721760,Maud,Gatel,Ile-de-France,Paris,11,Directrice générale adjointe d'une agence de communication,Démocrate (MoDem et Indépendants),Dem
459,793844,Pascale,Bordes,Occitanie,Gard,3,Profession libérale ,Rassemblement National,RN
460,719032,Bertrand,Bouyx,Normandie,Calvados,5,Pharmacien,Renaissance,RE
461,796062,Thomas,Portes,Ile-de-France,Seine-Saint-Denis,3,cheminot,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
462,794974,Louis,Margueritte,Bourgogne-Franche-Comté,Saône-et-Loire,5,Cadre de la fonction publique,Renaissance,RE
463,795998,Emeline,K/Bidi,Réunion,Réunion,4,Avocate,Gauche démocrate et républicaine - NUPES,GDR - NUPES
464,720162,Philippe,Bolo,Pays de la Loire,Maine-et-Loire,7,Ingénieur,Démocrate (MoDem et Indépendants),Dem
465,794906,Gabriel,Amard,Auvergne-Rhône-Alpes,Rhône,6,Cadre administratif et commercial d'entreprise,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
466,331582,Philippe,Vigier,Centre-Val de Loire,Eure-et-Loir,4,Biologiste A.I.H.P.,Démocrate (MoDem et Indépendants),Dem
467,610654,Jean-Philippe,Nilor,Martinique,Martinique,4,Collaborateur parlementaire,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
468,795228,Nadège,Abomangoli,Ile-de-France,Seine-Saint-Denis,10,Contrôleure interne et risk manager,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
469,794778,Sandra,Regol,Grand Est,Bas-Rhin,1,,Écologiste - NUPES,Ecolo - NUPES
470,795794,Francesca,Pasquini,Ile-de-France,Hauts-de-Seine,2,"Professeur des écoles, instituteur et assimilé",Écologiste - NUPES,Ecolo - NUPES
471,794718,Christine,Engrand,Hauts-de-France,Pas-de-Calais,6,Cadre administratif et commercial d'entreprise,Rassemblement National,RN
472,719272,Frédérique,Meunier,Nouvelle-Aquitaine,Corrèze,2,Avocate,Les Républicains,LR
473,720174,Philippe,Guillemard,Grand Est,Meurthe-et-Moselle,1,Avocat,Renaissance,RE
474,795672,Arnaud,Le Gall,Ile-de-France,Val-d'Oise,9,Cadre de la fonction publique,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
475,721458,Xavier,Roseren,Auvergne-Rhône-Alpes,Haute-Savoie,6,Commerçant,Renaissance,RE
476,719918,Fabien,Lainé,Nouvelle-Aquitaine,Landes,1,Cadre commercial bâtiment,Démocrate (MoDem et Indépendants),Dem
477,794590,Alexandre,Loubet,Grand Est,Moselle,7,Cadre d'entreprise,Rassemblement National,RN
478,794314,Mathilde,Paris,Centre-Val de Loire,Loiret,3,Chef d'entreprise de 10 salariés ou plus ,Rassemblement National,RN
479,605963,Éric,Alauzet,Bourgogne-Franche-Comté,Doubs,2,Médecin,Renaissance,RE
480,793270,Jean-François,Rousset,Occitanie,Aveyron,3,Chirurgien,Renaissance,RE
481,643157,Philippe,Naillet,Réunion,Réunion,1,Inspecteur assurance-vie,Socialistes et apparentés (membre de lintergroupe NUPES),SOC
482,795482,Manon,Meunier,Nouvelle-Aquitaine,Haute-Vienne,3,Cadre de la fonction publique,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
483,793588,Nicolas,Pacquot,Bourgogne-Franche-Comté,Doubs,3,Ingénieur et cadre technique d'entreprise,Renaissance,RE
484,794562,Philippe,Ballard,Hauts-de-France,Oise,2,Ancien journaliste,Rassemblement National,RN
485,793532,Murielle,Lepvraud,Bretagne,Côtes-d'Armor,4,Employé administratif d'entreprise,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
486,335999,Delphine,Batho,Nouvelle-Aquitaine,Deux-Sèvres,2,Cadre territorial,Écologiste - NUPES,Ecolo - NUPES
487,794442,Laurence,Robert-Dehault,Grand Est,Haute-Marne,2,Profession libérale ,Rassemblement National,RN
488,2449,Jean-Pierre,Pont,Hauts-de-France,Pas-de-Calais,5,Médecin,Renaissance,RE
489,330909,Vincent,Descoeur,Auvergne-Rhône-Alpes,Cantal,1,Professeur agrégé de biologie,Les Républicains,LR
490,720342,Nicole,Le Peih,Bretagne,Morbihan,3,Agricultrice,Renaissance,RE
491,718962,Jean-Marc,Zulesi,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,8,Autre cadre (secteur privé),Renaissance,RE
492,795552,Julien,Odoul,Bourgogne-Franche-Comté,Yonne,3,Collaborateur parlementaire,Rassemblement National,RN
493,720190,Bertrand,Sorre,Normandie,Manche,2,Enseignant 1er degré-directeur d'école (en disponibilité),Renaissance,RE
494,722366,Jean-Luc,Fugit,Auvergne-Rhône-Alpes,Rhône,11,Professeur de faculté,Renaissance,RE
495,719396,Jean-Charles,Larsonneur,Bretagne,Finistère,2,Diplomate,Horizons et apparentés,HOR
496,2952,Jean-Luc,Warsmann,Grand Est,Ardennes,3,Directeur de mutuelle,"Libertés, Indépendants, Outre-mer et Territoires",LIOT
497,795876,Davy,Rimane,Guyane,Guyane,2,Technicien,Gauche démocrate et républicaine - NUPES,GDR - NUPES
498,720754,Bruno,Studer,Grand Est,Bas-Rhin,3,Professeur du secondaire et technique,Renaissance,RE
499,794206,Christophe,Marion,Centre-Val de Loire,Loir-et-Cher,3,Délégué général du Comité des travaux historiques et scientifiques,Renaissance,RE
500,795808,Sabrina,Sebaihi,Ile-de-France,Hauts-de-Seine,4,Profession libérale,Écologiste - NUPES,Ecolo - NUPES
501,794502,Michaël,Taverne,Hauts-de-France,Nord,12,Policier et militaire,Rassemblement National,RN
502,643089,Jean-Louis,Thiériot,Ile-de-France,Seine-et-Marne,3,Avocat,Les Républicains,LR
503,342240,Jean-Luc,Bourgeaux,Bretagne,Ille-et-Vilaine,7,Agriculteur,Les Républicains,LR
504,719286,Paul-André,Colombani,Corse,Corse-du-Sud,2,Médecin,"Libertés, Indépendants, Outre-mer et Territoires",LIOT
505,793528,Chantal,Bouloux,Bretagne,Côtes-d'Armor,2,Directrice d'Ehpad,Renaissance,RE
506,721976,Bruno,Millienne,Ile-de-France,Yvelines,9,Cadre supérieur (secteur privé),Démocrate (MoDem et Indépendants),Dem
507,720552,Isabelle,Rauch,Grand Est,Moselle,9,Consultante,Horizons et apparentés,HOR
508,720932,Dominique,Da Silva,Ile-de-France,Val-d'Oise,7,Industriel-Chef d'entreprise,Renaissance,RE
509,794330,Anthony,Brosse,Centre-Val de Loire,Loiret,5,Profession intermédiaire de la santé et du travail social,Renaissance,RE
510,718910,Claire,Pitollat,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,2,Ingénieure,Renaissance,RE
511,721482,David,Valence,Grand Est,Vosges,2,Professeur agrégé,Renaissance,RE
512,1592,David,Habib,Nouvelle-Aquitaine,Pyrénées-Atlantiques,3,Cadre,Non inscrit,NI
513,795422,Damien,Maudet,Nouvelle-Aquitaine,Haute-Vienne,1,Cadre administratif et commercial d'entreprise,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
514,720038,Sandrine,Josso,Pays de la Loire,Loire-Atlantique,7,Autre profession libérale,Démocrate (MoDem et Indépendants),Dem
515,795746,Antoine,Léaument,Ile-de-France,Essonne,10,Responsable de la communication numérique,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
516,722070,Pierre,Henriet,Pays de la Loire,Vendée,5,Professeur du secondaire et technique,Renaissance,RE
517,794678,Thierry,Frappé,Hauts-de-France,Pas-de-Calais,10,Profession libérale,Rassemblement National,RN
518,718978,Mohamed,Laqhila,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,11,Expert-Comptable-Commissaire aux Comptes,Démocrate (MoDem et Indépendants),Dem
519,794386,Lysiane,Métayer,Bretagne,Morbihan,5,Cadre de la fonction publique,Renaissance,RE
520,719798,Daniel,Labaronne,Centre-Val de Loire,Indre-et-Loire,2,Retraité de l'enseignement supérieur,Renaissance,RE
521,793362,José,Gonzalez,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,10,Ancien employé,Rassemblement National,RN
522,720900,Cécile,Rilhac,Ile-de-France,Val-d'Oise,3,Profession rattachée à l'enseignement,Renaissance,RE
523,794270,Anna,Pic,Normandie,Manche,4,"Professeur, profession scientifique",Socialistes et apparentés (membre de lintergroupe NUPES),SOC
524,793210,Laurent,Panifous,Occitanie,Ariège,2,Directeur d'établissements sanitaires et sociaux,"Libertés, Indépendants, Outre-mer et Territoires",LIOT
525,794222,Annick,Cousin,Nouvelle-Aquitaine,Lot-et-Garonne,3,Agent administratif hospitalier,Rassemblement National,RN
526,712015,Julien,Dive,Hauts-de-France,Aisne,2,Chef de projet dans l'industrie,Les Républicains,LR
527,722150,Sacha,Houlié,Nouvelle-Aquitaine,Vienne,2,Avocat,Renaissance,RE
528,719778,François,Jolivet,Centre-Val de Loire,Indre,1,Cadre supérieur (secteur privé),Horizons et apparentés,HOR
529,720006,Luc,Geismar,Pays de la Loire,Loire-Atlantique,5,Directeur régional des ventes,Démocrate (MoDem et Indépendants),Dem
530,794734,Michel,Guiniot,Hauts-de-France,Oise,6,Ancien cadre,Rassemblement National,RN
531,793860,Frédéric,Zgainski,Nouvelle-Aquitaine,Gironde,7,Chef d'entreprise,Démocrate (MoDem et Indépendants),Dem
532,719882,Marjolaine,Meynier-Millefert,Auvergne-Rhône-Alpes,Isère,10,Conseillère en stratégie des organisations,Renaissance,RE
533,721024,Anne,Genetet,Français établis hors de France,Français établis hors de France,11,Médecin,Renaissance,RE
534,720100,Aurélien,Pradié,Occitanie,Lot,1,Cadre supérieur (secteur privé),Les Républicains,LR
535,795164,Aurélie,Trouvé,Ile-de-France,Seine-Saint-Denis,9,Cadre de la fonction publique,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
536,606507,Florent,Boudié,Nouvelle-Aquitaine,Gironde,10,Cadre supérieur du secteur public,Renaissance,RE
537,793298,Lionel,Tivoli,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,2,Chef d'entreprise de 10 salariés ou plus,Rassemblement National,RN
538,720892,Mathilde,Panot,Ile-de-France,Val-de-Marne,10,Coordinatrice de projets associatifs,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
539,796078,Estelle,Youssouffa,Mayotte,Mayotte,1,Consultante,"Libertés, Indépendants, Outre-mer et Territoires",LIOT
540,795438,Rachel,Keke,Ile-de-France,Val-de-Marne,7,Personnel des services directs aux particuliers,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
541,720054,Yannick,Haury,Pays de la Loire,Loire-Atlantique,9,Pharmacien,Renaissance,RE
542,722308,Nathalie,Serre,Auvergne-Rhône-Alpes,Rhône,8,Mère au foyer,Les Républicains,LR
543,793102,Christian,Girard,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,1,Ancien cadre,Rassemblement National,RN
544,720862,Frédéric,Descrozaille,Ile-de-France,Val-de-Marne,1,Autre cadre (secteur privé),Renaissance,RE
545,721118,Moetai,Brotherson,Polynésie française,Polynésie Française,3,,Gauche démocrate et républicaine - NUPES,GDR - NUPES
546,719814,Fabienne,Colboc,Centre-Val de Loire,Indre-et-Loire,4,Industriel-Chef d'entreprise,Renaissance,RE
547,793374,Romain,Baubry,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,15,Policier et militaire,Rassemblement National,RN
548,795108,Élise,Leboucher,Pays de la Loire,Sarthe,4,Educatrice spécialisée,La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
549,794234,François,Gernigon,Pays de la Loire,Maine-et-Loire,1,Ancien cadre,Horizons et apparentés,HOR
550,721466,Gilles,Le Gendre,Ile-de-France,Paris,2,Industriel-Chef d'entreprise,Renaissance,RE
551,793796,David,Taupiac,Occitanie,Gers,2,Consultant aéronautique,"Libertés, Indépendants, Outre-mer et Territoires",LIOT
552,719672,Philippe,Sorez,Occitanie,Hérault,1,Cadre commercial dans l'industrie et le bâtiment,Renaissance,RE
553,793158,José,Beaurain,Hauts-de-France,Aisne,4,Artisan,Rassemblement National,RN
554,796018,Danielle,Simonnet,Ile-de-France,Paris,15,"Professeur, profession scientifique",La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
555,721234,Maud,Petit,Ile-de-France,Val-de-Marne,4,Chargée de ressources humaines,Démocrate (MoDem et Indépendants),Dem
556,793792,Laurent,Esquenet-Goxes,Occitanie,Haute-Garonne,10,Informaticien,Démocrate (MoDem et Indépendants),Dem
557,721046,Nathalie,Bassire,Réunion,Réunion,3,Retraitée de l'enseignement,"Libertés, Indépendants, Outre-mer et Territoires",LIOT
558,332523,Marie-Christine,Dalloz,Bourgogne-Franche-Comté,Jura,2,,Les Républicains,LR
559,605991,Annie,Genevard,Bourgogne-Franche-Comté,Doubs,5,Professeur du secondaire,Les Républicains,LR
560,795176,Nicolas,Metzdorf,Nouvelle-Calédonie,Nouvelle-Calédonie,2,Ingénieur et cadre technique d'entreprise,Renaissance,RE
561,719664,Pascal,Lavergne,Nouvelle-Aquitaine,Gironde,12,Ingénieur-Agriculteur,Renaissance,RE
562,720256,Géraldine,Bannier,Pays de la Loire,Mayenne,2,Professeur du secondaire et technique,Démocrate (MoDem et Indépendants),Dem
563,719640,Sophie,Mette,Nouvelle-Aquitaine,Gironde,9,Sans profession déclarée,Démocrate (MoDem et Indépendants),Dem
564,796090,Aymeric,Caron,Ile-de-France,Paris,18,"Profession de l'information, des arts et des spectacles",La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
565,774960,Isabelle,Santiago,Ile-de-France,Val-de-Marne,9,Cadre territorial,Socialistes et apparentés (membre de lintergroupe NUPES),SOC
566,722358,Thomas,Gassilloud,Auvergne-Rhône-Alpes,Rhône,10,Industriel-Chef d'entreprise,Renaissance,RE
567,793736,Hadrien,Clouet,Occitanie,Haute-Garonne,1,"Professeur, profession scientifique",La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES
568,794930,Sarah,Tanzilli,Auvergne-Rhône-Alpes,Rhône,13,Cadre administratif,Renaissance,RE
569,793664,Marie,Pochon,Auvergne-Rhône-Alpes,Drôme,3,Responsable associative,Écologiste - NUPES,Ecolo - NUPES
